Timestamp,Buy/Sell,Asset/Ticker,Amount,Price
2025-01-23 10:45:02,Buy,AAPL,8,224.57
2025-01-23 15:38:58,Buy,LULU,5,379.61
2025-01-27 10:45:45,Buy,PLTR,33,73.07
2025-01-27 12:02:11,Buy,UNH,2,539.98
2025-01-27 12:40:59,Sell,RY,10,120.82
2025-01-27 14:09:13,Buy,LULU,13,394.51
2025-01-29 09:51:54,Buy,TSLA,9,394.21
2025-01-29 11:02:37,Buy,TSLA,6,391.74
2025-01-29 12:48:07,Sell,LULU,10,410.08
2025-01-29 13:53:06,Buy,TSLA,5,385.48
2025-01-29 15:10:39,Buy,AAPL,9,234.02
2025-01-30 09:35:43,Buy,LULU,1,413.58
2025-01-31 12:30:38,Buy,AAPL,7,244.41
2025-01-31 15:12:39,Buy,AAPL,10,238.44
2025-01-31 15:58:02,Sell,PLTR,92,80.98
2025-02-03 10:01:01,Sell,TSLA,5,386.45
2025-02-04 12:44:08,Buy,AAPL,7,226.86
2025-02-04 13:03:57,Sell,COST,2,1001.35
2025-02-04 15:25:10,Sell,RY,4,120.43
2025-02-05 13:01:46,Buy,ATZ,25,68.5
2025-02-06 11:14:27,Buy,TSLA,5,364.98
2025-02-07 11:36:55,Buy,LULU,4,406.21
2025-02-07 13:59:22,Sell,COST,3,1043.09
2025-02-10 11:39:03,Buy,TSLA,1,353.61
2025-02-10 15:03:34,Buy,COST,1,1046.84
2025-02-10 15:03:56,Sell,RY,1,118.54
2025-02-10 15:43:12,Buy,LULU,2,390.35
2025-02-10 15:58:54,Buy,NVDA,3,130.03
2025-02-12 09:35:02,Buy,NVDA,15,129.15
2025-02-12 09:40:50,Buy,PLTR,1,110.08
2025-02-12 09:44:24,Buy,UNH,1,531.14
2025-02-12 09:47:14,Sell,PLTR,90,110.2
2025-02-12 10:16:37,Buy,NVDA,8,129.62
2025-02-12 11:06:48,Buy,TSLA,3,329.12
2025-02-12 11:40:53,Buy,PLTR,6,110.23
2025-02-12 11:56:24,Buy,UNH,3,536.96
2025-02-12 13:29:15,Buy,TSLA,4,329.55
2025-02-12 14:10:40,Buy,NVDA,21,129.68
2025-02-12 14:13:34,Buy,OPEN,526,1.31
2025-02-12 14:35:11,Buy,PLTR,3,110.25
2025-02-12 15:33:20,Buy,TSLA,4,329.85
2025-02-12 15:57:56,Buy,OPEN,1735,1.31
2025-02-13 09:30:52,Sell,NVDA,44,131.29
2025-02-13 11:39:32,Buy,PLTR,7,116.75
2025-02-13 12:28:26,Buy,NVDA,3,131.31
2025-02-13 12:56:47,Buy,PLTR,2,116.8
2025-02-13 13:39:44,Buy,NVDA,3,131.34
2025-02-13 13:56:49,Buy,PLTR,6,116.3
2025-02-13 13:58:42,Buy,PLTR,14,116.32
2025-02-14 09:44:07,Buy,OPEN,480,1.51
2025-02-14 09:45:46,Buy,OPEN,141,1.51
2025-02-14 10:02:10,Buy,AAPL,5,241.02
2025-02-14 10:12:00,Buy,COST,1,1073.21
2025-02-14 11:36:25,Buy,PLTR,10,117.16
2025-02-14 12:15:54,Buy,AAPL,2,241.24
2025-02-14 12:42:34,Sell,TSLA,6,356.58
2025-02-14 14:18:50,Buy,AAPL,1,241.14
2025-02-14 14:57:52,Buy,UNH,1,528.06
2025-02-14 15:21:57,Buy,RY,1,118.99
2025-02-18 11:24:17,Buy,PLTR,1,120.11
2025-02-18 11:37:25,Buy,ATZ,6,69.01
2025-02-18 12:17:16,Buy,UNH,2,508.23
2025-02-18 12:43:06,Sell,LULU,5,354.99
2025-02-18 13:56:46,Buy,TSLA,6,353.69
2025-02-18 14:24:30,Buy,PLTR,3,120.66
2025-02-18 14:29:05,Buy,COST,1,1060.92
2025-02-18 15:10:21,Buy,ATZ,4,69.01
2025-02-18 15:23:37,Buy,TSLA,3,353.06
2025-02-19 09:33:08,Buy,OPEN,2293,1.57
2025-02-19 10:43:54,Buy,OPEN,159,1.55
2025-02-19 11:25:36,Buy,ATZ,1,69.23
2025-02-19 12:21:03,Buy,RY,2,119.44
2025-02-19 12:33:23,Buy,OPEN,224,1.56
2025-02-19 12:55:38,Buy,AAPL,12,243.31
2025-02-19 13:47:12,Sell,AAPL,53,244.23
2025-02-19 14:33:38,Buy,AAPL,6,243.27
2025-02-19 14:57:45,Sell,AAPL,1,243.55
2025-02-19 15:49:03,Buy,AAPL,1,243.55
2025-02-20 10:12:30,Sell,RY,2,119.73
2025-02-20 10:14:46,Buy,NVDA,4,137.33
2025-02-20 10:55:24,Buy,NVDA,6,139.1
2025-02-20 10:59:34,Buy,COST,1,1034.45
2025-02-20 12:23:35,Buy,TSLA,1,358.59
2025-02-20 12:42:28,Buy,UNH,2,502.99
2025-02-20 12:54:28,Sell,NVDA,54,140.0
2025-02-20 13:01:09,Sell,UNH,11,501.51
2025-02-20 13:03:29,Buy,NVDA,10,137.04
2025-02-20 15:50:08,Buy,AAPL,2,244.56
2025-02-21 10:47:57,Sell,RY,1,119.24
2025-02-21 11:56:56,Buy,UNH,3,438.69
2025-02-21 12:54:23,Buy,RY,3,118.98
2025-02-21 13:18:55,Buy,NVDA,8,135.03
2025-02-21 13:19:10,Buy,UNH,3,438.54
2025-02-21 13:28:07,Sell,AAPL,8,245.64
2025-02-21 13:47:43,Buy,AAPL,1,245.66
2025-02-21 14:41:19,Sell,NVDA,1,135.55
2025-02-21 15:00:53,Buy,OPEN,136,1.45
2025-02-21 15:47:31,Sell,OPEN,353,1.43
2025-02-21 15:59:51,Buy,LULU,1,362.89
2025-02-24 09:52:39,Buy,PLTR,8,92.73
2025-02-24 10:14:36,Buy,PLTR,6,93.05
2025-02-24 10:20:46,Buy,RY,7,118.65
2025-02-24 10:59:10,Buy,ATZ,8,66.0
2025-02-24 11:13:19,Buy,AAPL,12,244.81
2025-02-24 12:20:27,Buy,RY,4,118.57
2025-02-24 12:31:21,Buy,RY,4,119.33
2025-02-24 12:40:29,Buy,LULU,1,363.31
2025-02-24 12:52:10,Buy,PLTR,1,91.27
2025-02-24 12:54:18,Buy,PLTR,8,91.88
2025-02-24 13:40:15,Buy,LULU,1,362.2
2025-02-24 14:41:36,Buy,COST,1,1025.92
2025-02-24 15:32:30,Buy,LULU,5,362.51
2025-02-25 09:48:31,Buy,NVDA,3,129.24
2025-02-25 10:06:52,Sell,COST,1,1039.88
2025-02-25 12:04:09,Buy,ATZ,4,66.81
2025-02-25 12:33:00,Buy,PLTR,5,88.66
2025-02-25 14:08:13,Buy,PLTR,5,85.7
2025-02-25 15:08:38,Sell,COST,3,1038.61
2025-02-26 13:58:36,Buy,AAPL,1,240.37
2025-02-27 10:22:37,Buy,UNH,1,465.25
2025-02-27 11:49:30,Buy,LULU,1,359.62
2025-02-27 12:32:26,Buy,NVDA,2,130.14
2025-02-27 14:16:53,Buy,LULU,1,361.34
2025-02-27 15:26:09,Buy,TSLA,1,290.11
2025-02-28 13:08:08,Buy,LULU,1,358.59
2025-02-28 13:53:59,Buy,ATZ,3,65.56
2025-03-04 10:08:30,Sell,ATZ,9,63.92
2025-03-04 13:28:12,Sell,RY,1,113.59
2025-03-05 10:36:35,Buy,NVDA,1,117.33
2025-03-06 15:38:21,Sell,LULU,2,347.53
2025-03-07 11:22:45,Buy,TSLA,1,256.93
2025-03-07 12:17:23,Sell,RY,2,113.52
2025-03-07 13:51:52,Buy,AAPL,1,234.79
2025-03-07 14:42:41,Buy,ATZ,5,62.43
2025-03-07 14:53:25,Buy,TSLA,2,257.3
2025-03-10 09:39:12,Sell,OPEN,1547,1.19
2025-03-10 15:48:39,Buy,RY,3,112.19
2025-03-11 09:48:43,Buy,RY,8,111.53
2025-03-11 10:49:33,Sell,UNH,6,481.66
2025-03-11 11:33:11,Buy,AAPL,6,223.53
2025-03-11 14:09:37,Buy,UNH,1,481.11
2025-03-12 11:36:07,Buy,NVDA,2,114.06
2025-03-12 12:03:44,Buy,OPEN,689,1.14
2025-03-12 13:59:13,Buy,PLTR,3,80.06
2025-03-13 10:11:30,Buy,NVDA,1,115.53
2025-03-13 10:27:52,Buy,PLTR,2,80.13
2025-03-13 11:30:48,Buy,NVDA,1,116.69
2025-03-14 11:09:40,Buy,PLTR,1,82.61
2025-03-14 11:10:06,Buy,PLTR,1,82.42
2025-03-14 12:20:36,Buy,RY,4,109.59
2025-03-14 12:49:21,Buy,NVDA,1,118.22
2025-03-14 13:14:38,Buy,TSLA,1,244.46
2025-03-14 13:38:00,Buy,AAPL,1,210.48
2025-03-14 14:11:03,Buy,NVDA,1,118.4
2025-03-14 15:00:17,Buy,PLTR,1,82.78
2025-03-14 15:44:28,Buy,OPEN,80,1.11
2025-03-14 15:47:03,Buy,PLTR,1,82.87
2025-03-14 15:48:28,Buy,NVDA,1,118.17
2025-03-17 11:33:12,Buy,OPEN,24,1.12
2025-03-17 12:53:38,Buy,ATZ,1,51.43
2025-03-17 14:15:11,Buy,ATZ,1,51.46
2025-03-18 09:33:03,Buy,TSLA,1,227.63
2025-03-18 11:18:03,Buy,AAPL,4,212.83
2025-03-18 11:22:36,Sell,UNH,3,500.45
2025-03-18 14:06:45,Buy,UNH,6,501.82
2025-03-18 15:03:26,Sell,UNH,16,499.82
2025-03-18 15:47:47,Sell,LULU,11,323.62
2025-03-19 09:54:27,Buy,TSLA,3,230.97
2025-03-19 10:37:16,Buy,LULU,5,319.35
2025-03-19 10:44:59,Buy,NVDA,15,117.17
2025-03-19 11:25:28,Sell,PLTR,45,83.85
2025-03-19 13:01:46,Buy,LULU,1,318.75
2025-03-19 13:51:05,Buy,UNH,1,500.62
2025-03-19 14:01:36,Buy,TSLA,1,229.65
2025-03-19 14:44:45,Buy,UNH,1,502.63
2025-03-19 15:11:38,Buy,PLTR,15,83.64
2025-03-20 09:51:40,Buy,UNH,2,504.67
2025-03-20 11:09:04,Buy,RY,6,113.21
2025-03-20 13:41:11,Sell,AAPL,6,213.7
2025-03-20 13:42:41,Buy,OPEN,672,1.18
2025-03-20 15:02:40,Buy,UNH,1,504.64
2025-03-21 11:17:59,Sell,RY,4,112.68
2025-03-21 13:25:06,Buy,UNH,2,506.06
2025-03-24 10:49:16,Buy,AAPL,2,218.65
2025-03-24 11:00:01,Sell,AAPL,1,218.96
2025-03-24 11:44:39,Buy,TSLA,2,256.44
2025-03-25 14:55:21,Buy,AAPL,1,220.72
2025-03-25 14:57:08,Sell,PLTR,47,96.98
2025-03-26 12:43:45,Buy,ATZ,15,52.17
2025-03-26 12:46:03,Buy,TSLA,5,274.86
2025-03-26 12:54:58,Buy,PLTR,6,96.27
2025-03-26 13:32:20,Buy,UNH,2,513.28
2025-03-26 14:35:30,Buy,NVDA,2,114.06
2025-03-26 14:40:14,Buy,OPEN,175,1.19
2025-03-27 09:52:19,Sell,AAPL,13,220.92
2025-03-28 09:42:02,Buy,COST,1,926.7
2025-03-28 12:33:26,Buy,TSLA,1,273.1
2025-03-31 09:36:37,Buy,NVDA,4,103.65
2025-03-31 11:18:05,Buy,PLTR,7,79.34
2025-03-31 12:45:26,Buy,NVDA,7,104.62
2025-04-01 09:40:00,Buy,ATZ,2,50.01
2025-04-01 10:49:16,Buy,TSLA,2,263.51
2025-04-01 12:55:42,Buy,AAPL,2,219.08
2025-04-02 09:36:49,Buy,AAPL,1,221.29
2025-04-02 09:37:26,Buy,ATZ,4,49.18
2025-04-03 10:16:40,Buy,RY,2,113.72
2025-04-03 11:42:40,Sell,RY,7,113.73
2025-04-03 12:29:42,Buy,NVDA,2,103.17
2025-04-03 14:59:53,Buy,RY,1,113.72
2025-04-04 10:45:23,Buy,LULU,1,236.9
2025-04-04 12:55:20,Sell,UNH,13,531.44
2025-04-07 11:11:24,Buy,LULU,4,252.16
2025-04-07 11:26:37,Buy,TSLA,2,222.78
2025-04-07 11:31:45,Buy,UNH,1,503.6
2025-04-07 14:04:43,Buy,OPEN,563,0.88
2025-04-07 14:09:08,Buy,ATZ,3,39.46
2025-04-07 14:23:55,Buy,OPEN,136,0.88
2025-04-07 14:34:13,Buy,OPEN,1167,0.88
2025-04-08 09:34:52,Buy,LULU,2,268.82
2025-04-08 09:44:43,Buy,LULU,1,257.51
2025-04-08 10:36:11,Buy,TSLA,1,230.63
2025-04-08 12:13:23,Buy,RY,6,111.28
2025-04-08 12:58:31,Buy,ATZ,16,38.35
2025-04-08 15:31:38,Buy,OPEN,58,1.0
2025-04-08 15:57:47,Buy,UNH,1,579.5
2025-04-09 15:48:00,Buy,AAPL,1,171.9
2025-04-10 09:50:30,Buy,TSLA,1,256.66
2025-04-10 11:25:47,Buy,PLTR,2,86.7
2025-04-10 12:36:22,Buy,NVDA,2,106.09
2025-04-10 13:26:48,Buy,RY,2,112.07
2025-04-11 09:35:34,Buy,NVDA,2,107.9
2025-04-11 12:46:00,Sell,UNH,10,586.73
2025-04-11 13:29:16,Buy,PLTR,1,86.22
2025-04-11 14:47:35,Buy,TSLA,3,241.79
2025-04-14 10:44:17,Buy,ATZ,2,41.63
2025-04-14 11:16:04,Buy,OPEN,527,1.0
2025-04-15 09:46:40,Buy,AAPL,6,201.27
2025-04-15 10:55:56,Buy,PLTR,6,93.45
2025-04-15 11:21:35,Buy,NVDA,1,110.86
2025-04-15 11:26:23,Buy,PLTR,4,93.29
2025-04-15 12:44:01,Buy,ATZ,5,41.78
2025-04-15 15:50:10,Buy,NVDA,8,110.86
2025-04-16 15:36:49,Buy,PLTR,1,92.2
2025-04-17 09:54:43,Buy,OPEN,1526,0.92
2025-04-17 12:05:28,Buy,PLTR,2,92.48
2025-04-17 13:33:11,Buy,ATZ,2,41.27
2025-04-17 13:47:57,Buy,RY,3,115.53
2025-04-17 13:48:39,Buy,LULU,1,248.15
2025-04-17 14:53:32,Buy,PLTR,1,94.33
2025-04-17 15:03:13,Buy,ATZ,12,41.73
2025-04-17 15:07:47,Sell,PLTR,75,93.54
2025-04-17 15:11:38,Buy,RY,4,115.47
2025-04-17 15:41:08,Buy,AAPL,1,195.35
2025-04-21 09:36:30,Buy,PLTR,2,90.24
2025-04-21 10:24:58,Sell,COST,1,958.87
2025-04-21 11:32:36,Sell,PLTR,17,90.36
2025-04-21 11:52:52,Buy,ATZ,11,41.31
2025-04-21 11:57:33,Buy,ATZ,25,41.23
2025-04-21 12:15:30,Buy,UNH,1,442.79
2025-04-21 12:48:10,Buy,PLTR,5,92.55
2025-04-21 14:03:24,Buy,AAPL,2,190.13
2025-04-21 14:33:53,Buy,PLTR,10,90.92
2025-04-21 15:05:01,Sell,PLTR,5,92.03
2025-04-21 15:40:35,Sell,RY,8,115.72
2025-04-21 15:48:37,Sell,UNH,3,448.71
2025-04-22 10:13:26,Buy,LULU,6,257.12
2025-04-22 10:57:35,Sell,RY,2,115.7
2025-04-22 13:15:27,Sell,RY,15,115.74
2025-04-22 13:30:13,Buy,AAPL,1,196.07
2025-04-22 15:24:07,Buy,AAPL,2,195.99
2025-04-22 15:32:30,Buy,ATZ,8,43.22
2025-04-22 15:59:47,Buy,NVDA,8,98.08
2025-04-23 09:32:42,Buy,ATZ,12,45.85
2025-04-23 09:46:59,Buy,ATZ,11,45.94
2025-04-23 13:30:44,Sell,TSLA,33,246.4
2025-04-24 09:57:59,Buy,OPEN,2121,0.74
2025-04-24 10:29:42,Buy,ATZ,42,45.68
2025-04-24 11:29:34,Buy,LULU,3,267.01
2025-04-24 11:57:05,Buy,ATZ,12,45.69
2025-04-24 12:19:09,Buy,ATZ,1,45.68
2025-04-24 13:20:12,Buy,OPEN,1894,0.84
2025-04-25 09:56:33,Buy,AAPL,11,206.23
2025-04-25 10:58:07,Buy,TSLA,2,260.58
2025-04-25 11:15:19,Sell,NVDA,50,106.68
2025-04-25 12:09:56,Buy,NVDA,4,105.87
2025-04-25 12:49:41,Buy,PLTR,1,106.76
2025-04-25 13:05:35,Buy,AAPL,8,206.28
2025-04-25 14:16:27,Buy,RY,4,117.29
2025-04-25 14:51:39,Buy,AAPL,1,206.25
2025-04-28 09:44:08,Buy,TSLA,2,281.65
2025-04-28 09:45:09,Buy,AAPL,1,209.55
2025-04-28 09:47:52,Buy,NVDA,4,109.31
2025-04-28 10:01:34,Buy,TSLA,2,282.48
2025-04-28 12:19:30,Buy,NVDA,7,106.99
2025-04-28 12:36:55,Buy,NVDA,3,106.77
2025-04-28 13:28:00,Buy,PLTR,1,113.05
2025-04-28 13:35:47,Buy,ATZ,10,46.33
2025-04-28 14:30:38,Buy,NVDA,1,108.32
2025-04-29 09:34:43,Buy,ATZ,3,47.69
2025-04-29 09:49:12,Buy,NVDA,1,107.63
2025-04-29 10:52:52,Buy,OPEN,29,0.76
2025-04-29 11:40:13,Buy,ATZ,5,47.69
2025-04-29 11:47:19,Buy,LULU,1,267.92
2025-04-29 12:51:54,Buy,ATZ,7,47.69
2025-04-29 13:06:43,Buy,ATZ,3,47.69
2025-04-29 14:29:22,Buy,ATZ,4,47.69
2025-04-30 09:37:53,Buy,UNH,1,401.4
2025-04-30 10:16:53,Buy,NVDA,1,104.24
2025-04-30 10:23:11,Sell,PLTR,24,110.58
2025-04-30 13:49:29,Sell,TSLA,11,278.7
2025-04-30 14:11:51,Buy,TSLA,3,274.04
2025-04-30 14:14:52,Buy,ATZ,19,46.9
2025-04-30 14:32:14,Buy,ATZ,2,47.05
2025-04-30 14:51:26,Buy,PLTR,10,111.32
2025-04-30 14:54:30,Sell,RY,15,117.62
2025-04-30 15:16:56,Buy,PLTR,16,111.1
2025-04-30 15:42:28,Sell,TSLA,22,276.82
2025-05-01 09:49:48,Buy,LULU,4,269.97
2025-05-01 10:16:51,Buy,COST,1,988.54
2025-05-01 10:59:23,Buy,TSLA,3,279.88
2025-05-01 12:42:13,Buy,PLTR,1,118.42
2025-05-01 12:55:00,Buy,PLTR,3,116.39
2025-05-01 13:19:15,Buy,TSLA,2,279.84
2025-05-01 13:55:23,Buy,PLTR,4,116.14
2025-05-01 14:19:22,Buy,ATZ,2,48.58
2025-05-01 15:37:18,Buy,UNH,2,402.02
2025-05-02 09:58:20,Buy,LULU,1,273.27
2025-05-02 10:23:21,Buy,ATZ,3,55.12
2025-05-02 10:51:54,Buy,ATZ,3,55.43
2025-05-02 12:39:10,Buy,LULU,1,273.72
2025-05-02 12:48:49,Sell,LULU,10,273.15
2025-05-05 09:38:51,Sell,PLTR,23,123.15
2025-05-05 10:17:33,Buy,NVDA,9,112.88
2025-05-05 10:27:21,Buy,PLTR,13,122.38
2025-05-05 10:57:56,Buy,LULU,4,276.15
2025-05-05 11:04:08,Buy,NVDA,28,112.84
2025-05-05 11:22:00,Buy,NVDA,6,112.86
2025-05-05 12:45:33,Sell,ATZ,275,55.61
2025-05-05 13:41:01,Buy,ATZ,65,55.89
2025-05-05 14:04:54,Buy,PLTR,3,123.48
2025-05-05 15:36:23,Buy,OPEN,2181,0.72
2025-05-05 15:56:16,Buy,NVDA,17,112.75
2025-05-06 10:12:49,Buy,NVDA,7,111.39
2025-05-07 14:09:27,Sell,ATZ,59,56.35
2025-05-08 09:44:39,Sell,RY,3,119.85
2025-05-08 09:53:05,Buy,OPEN,248,0.88
2025-05-08 10:54:53,Buy,UNH,5,387.06
2025-05-08 11:10:45,Buy,OPEN,1029,0.9
2025-05-08 11:25:57,Buy,ATZ,37,57.05
2025-05-08 12:24:02,Buy,RY,4,120.03
2025-05-08 14:08:13,Buy,RY,1,120.18
2025-05-09 12:40:17,Sell,NVDA,49,116.43
2025-05-09 13:12:12,Buy,ATZ,10,59.54
2025-05-09 15:49:53,Buy,COST,1,1001.69
2025-05-12 09:42:22,Buy,LULU,3,297.98
2025-05-12 10:43:31,Buy,ATZ,7,60.79
2025-05-12 10:58:46,Buy,RY,1,120.58
2025-05-12 11:22:22,Buy,ATZ,2,60.83
2025-05-12 11:42:11,Buy,OPEN,967,0.68
2025-05-12 12:37:24,Buy,LULU,8,297.98
2025-05-12 14:23:59,Buy,COST,1,1002.2
2025-05-12 14:33:21,Buy,LULU,5,297.98
2025-05-13 09:33:01,Buy,ATZ,10,64.63
2025-05-13 10:58:36,Buy,AAPL,1,209.8
2025-05-13 11:16:33,Sell,NVDA,54,124.53
2025-05-13 12:58:25,Buy,PLTR,1,119.45
2025-05-13 13:43:33,Buy,TSLA,5,317.49
2025-05-13 13:53:44,Sell,COST,1,987.83
2025-05-13 14:50:27,Buy,PLTR,2,119.82
2025-05-13 15:20:45,Buy,ATZ,7,64.75
2025-05-14 09:32:25,Buy,PLTR,4,128.91
2025-05-14 09:42:01,Buy,LULU,2,309.95
2025-05-14 09:51:24,Buy,RY,6,121.72
2025-05-14 10:21:17,Buy,UNH,6,313.24
2025-05-14 10:58:34,Buy,AAPL,2,210.71
2025-05-14 11:35:16,Sell,TSLA,12,341.15
2025-05-14 12:19:04,Buy,RY,9,122.11
2025-05-14 12:32:27,Buy,UNH,2,313.27
2025-05-14 13:24:29,Buy,ATZ,1,66.71
2025-05-14 13:30:02,Buy,TSLA,1,337.12
2025-05-14 13:58:37,Buy,TSLA,4,338.27
2025-05-14 14:03:32,Buy,ATZ,2,66.15
2025-05-14 15:59:01,Buy,PLTR,5,128.88
2025-05-15 10:33:27,Buy,TSLA,1,337.12
2025-05-15 10:39:10,Buy,ATZ,3,65.69
2025-05-15 10:44:56,Sell,LULU,2,313.41
2025-05-15 10:54:40,Buy,OPEN,505,0.71
2025-05-15 11:26:40,Sell,TSLA,21,338.22
2025-05-15 11:59:12,Sell,PLTR,7,126.26
2025-05-15 13:10:21,Buy,TSLA,3,337.72
2025-05-15 13:23:10,Buy,ATZ,3,65.69
2025-05-15 14:55:57,Buy,UNH,1,251.39
2025-05-15 15:43:16,Buy,OPEN,840,0.73
2025-05-15 15:47:17,Sell,LULU,34,312.68
2025-05-16 09:42:32,Sell,NVDA,26,134.84
2025-05-16 10:04:47,Sell,UNH,1,270.54
2025-05-16 12:44:30,Buy,NVDA,1,136.05
2025-05-16 14:03:49,Buy,OPEN,4056,0.72
2025-05-16 14:39:59,Buy,OPEN,4269,0.72
2025-05-16 14:45:50,Buy,TSLA,2,342.43
2025-05-16 15:42:04,Buy,TSLA,13,345.74
2025-05-20 09:59:18,Buy,OPEN,1490,0.79
2025-05-20 10:33:41,Buy,AAPL,2,205.43
2025-05-20 10:51:41,Sell,RY,6,126.88
2025-05-20 12:01:29,Buy,UNH,4,314.97
2025-05-20 12:02:11,Buy,RY,13,126.85
2025-05-20 13:25:23,Buy,OPEN,1127,0.73
2025-05-20 15:23:51,Buy,UNH,4,315.84
2025-05-21 13:10:58,Buy,COST,1,1026.27
2025-05-22 09:34:37,Sell,RY,8,125.24
2025-05-22 09:38:28,Buy,COST,1,1021.1
2025-05-22 10:35:06,Buy,OPEN,897,0.7
2025-05-22 10:43:36,Sell,COST,6,1025.27
2025-05-22 11:41:55,Buy,UNH,3,293.56
2025-05-22 12:24:43,Sell,RY,2,125.53
2025-05-22 13:15:28,Sell,LULU,4,318.98
2025-05-22 13:32:23,Buy,COST,1,1014.7
2025-05-23 09:44:39,Sell,COST,1,1010.85
2025-05-23 10:12:30,Sell,PLTR,5,120.85
2025-05-23 10:56:32,Buy,COST,1,1008.7
2025-05-23 11:06:39,Buy,RY,4,126.39
2025-05-23 11:26:00,Buy,UNH,4,293.94
2025-05-23 11:43:47,Buy,OPEN,158,0.67
2025-05-23 11:59:08,Buy,TSLA,1,333.43
2025-05-23 15:06:00,Buy,UNH,1,292.98
2025-05-23 15:32:15,Buy,AAPL,1,193.54
2025-05-26 09:50:50,Buy,ATZ,5,64.38
2025-05-26 09:55:27,Sell,ATZ,58,64.39
2025-05-26 09:58:06,Sell,ATZ,24,64.47
2025-05-26 11:10:58,Buy,ATZ,17,64.39
2025-05-26 11:27:59,Buy,ATZ,26,64.38
2025-05-26 11:47:10,Buy,ATZ,14,64.37
2025-05-26 13:56:08,Sell,ATZ,86,64.5
2025-05-26 15:34:54,Sell,ATZ,5,64.48
2025-05-27 11:39:37,Sell,LULU,1,314.37
2025-05-27 13:48:01,Buy,ATZ,47,66.26
2025-05-27 14:02:04,Sell,PLTR,20,123.36
2025-05-28 10:06:36,Buy,TSLA,8,358.84
2025-05-28 10:47:07,Buy,TSLA,4,362.92
2025-05-28 11:53:25,Sell,LULU,2,315.83
2025-05-28 14:58:15,Buy,COST,2,1013.15
2025-05-28 15:54:20,Buy,OPEN,568,0.67
2025-05-29 14:24:59,Buy,NVDA,5,140.23
2025-05-29 14:52:40,Buy,ATZ,8,67.69
2025-05-30 09:55:55,Buy,AAPL,1,198.47
2025-06-02 09:51:44,Buy,NVDA,5,135.48
2025-06-03 09:30:14,Sell,NVDA,8,138.2
2025-06-03 13:24:41,Sell,PLTR,8,130.39
2025-06-03 14:30:40,Sell,COST,2,1045.27
