,post_trade_rate_ratio,post_turnover_delta,post_sizing_mean_ratio,post_win_rate_delta,post_pnl_vol_ratio,post_asset_switch_delta,post_burst_frac_delta,n_trades,trade_rate_per_min,median_gap_sec,mean_gap_sec,burst_frac,n_assets,top_asset_share,asset_switch_rate,sizing_sum,sizing_mean,sizing_std,turnover,pnl_sum,pnl_mean,pnl_std,win_rate,avg_gain,avg_loss_abs,payoff_ratio,pnl_skew_proxy,dd_max,window_start_balance,revenge_trader_window,pred_revenge_trader_window,
18,5.508813492,0.444302297,1.324750315,-0.2,1.022497686,-0.142857143,0,5,0.005137514,776,12288.4,0,1,1,0,5369.414471,1073.882894,569.769373,0.544374334,-21.67,-4.334,9.610524439,0.2,8.85,7.63,1.159895151,-2.183823529,-0.000833379,9863.46,1,0.999999983,1.74437E-08
19,2.188478048,0.445357709,1.32826023,-0.2,0.678438314,-0.142857143,0,5,0.002333958,776,37038.8,0,1,1,0,5068.74268,1013.748536,605.8971968,0.514045199,-7.93,-1.586,5.892612324,0.2,8.85,4.195,2.10965435,-0.201470588,-0.000533442,9860.5,1,0.999999959,4.09968E-08
20,1.036215563,0.277177441,0.827782822,0,0.781343956,-0.142857143,0,5,0.001174715,776,51231.4,0,1,1,0,3588.244115,717.648823,282.5332665,0.364095051,1.48,0.296,6.779957964,0.4,7.65,4.606666667,1.660636758,0.721078431,0,9855.24,1,0.99999997,2.95187E-08
21,0.792542135,0.233203183,0.696456427,0,1.183603646,0.357142857,0,5,0.001118931,13248,53757.6,0,3,0.6,0.5,2897.057392,579.4114784,130.4558954,0.29381891,-10.7,-2.14,9.557638307,0.4,6.92,8.18,0.84596577,-1.070098039,-0.000671399,9860.01,1,0.999995511,4.48932E-06
22,1.503839039,0.248471399,0.742106335,0.066666667,1.53472271,0.357142857,0.2,5,0.002122256,13248,53631.8,0.2,3,0.4,0.5,3177.469669,635.4939339,236.5671447,0.322404748,-25.85,-5.17,12.3267372,0.4,6.92,13.23,0.523053666,-2.436607142,-0.002168326,9855.53,1,0.999999813,1.87337E-07
23,6.974387077,0.432978493,1.294673071,-0.2,1.098841365,-0.214285714,0.2,5,0.008922464,445,6813.6,0.2,1,1,0,5096.657208,1019.331442,508.0279264,0.51724911,-60.26,-12.052,8.328827649,0.2,0.26,15.13,0.017184402,-1.345807259,-0.0044949,9853.39,1,0.999999979,2.14241E-08
24,6.822267963,0.42041465,1.254077182,0,1.1925219,-0.285714286,0.2,5,0.008727781,796,6883.8,0.2,1,1,0,5031.096152,1006.21923,521.2840257,0.511593888,-41.7,-8.34,10.09020565,0.4,1.42,14.84666667,0.095644365,-2.356198347,-0.00254826,9834.16,1,0.999999984,1.56578E-08
25,7.166965549,0.35067542,1.044571828,0.066666667,1.670832834,-0.142857143,-0.066666667,5,0.010928962,9490,8879.2,0,1,1,0,4458.176955,891.6353911,476.7064086,0.453659195,-8.08,-1.616,14.83842074,0.4,12.035,10.71666667,1.123017107,0.028070175,-0.002270241,9827.15,1,0.999999981,1.88347E-08
26,2.728603918,0.346507798,1.03020345,0.066666667,1.640424737,-0.142857143,-0.066666667,5,0.005151541,9490,14944.8,0,1,1,0,4424.55788,884.911576,485.4629755,0.45106665,-2.05,-0.41,14.50635206,0.4,12.035,8.706666667,1.382274119,0.292682927,-0.000434291,9809.1,1,0.999999979,2.10038E-08
27,0.666919258,0.276649095,0.823493612,-0.133333333,1.430933861,0.107142857,-0.066666667,5,0.001649095,9490,36518.6,0,2,0.8,0.25,3782.59092,756.5181839,347.1485262,0.385788133,-8.15,-1.63,13.72858878,0.2,21.49,7.41,2.900134952,0.134210526,-0.000133607,9804.84,1,0.999999982,1.82445E-08
28,0.686863813,0.333299171,0.996307799,-0.4,1.042979404,0.107142857,-0.066666667,5,0.001966001,26622,39973.6,0,2,0.6,0.25,4531.302872,906.2605745,477.8747374,0.461196616,-69.91,-13.982,11.40762771,0,0,13.982,0,-2.018207283,-0.00699026,9825.1,1,0.999999981,1.91566E-08
29,0.492313622,0.521464823,1.557343357,-0.2,1.295913996,0.107142857,-0.066666667,5,0.001227606,26622,48947.2,0,2,0.8,0.25,6240.008281,1248.001656,595.2735656,0.636033306,-61.18,-12.236,14.17882329,0.2,7.5,17.17,0.436808387,-1.65140056,-0.005544898,9810.82,1,0.999999981,1.89107E-08
30,1.005671411,0.478162982,1.425681986,0,1.37311931,-0.142857143,-0.066666667,5,0.002507187,26622,48890.4,0,1,1,0,5848.87168,1169.774336,685.9028913,0.59660874,-43.92,-8.784,15.58784238,0.4,5.24,18.13333333,0.288970588,-2.671330589,-0.004805412,9803.53,1,0.999999987,1.28477E-08
31,1.358949924,0.489520724,1.457841382,0.266666667,1.516458371,0.035714286,-0.066666667,5,0.002521114,818,23962.6,0,2,0.8,0.25,5690.802633,1138.160527,721.5470045,0.58140429,-33.26,-6.652,16.54300366,0.6,4.616666667,23.555,0.195995189,-6.482550333,-0.003229455,9788.03,1,0.999999982,1.80546E-08
32,1.286323676,0.406803335,1.208137218,0.266666667,1.402810722,0.035714286,-0.066666667,5,0.003223484,694,23937.8,0,2,0.6,0.25,4889.251098,977.8502196,796.4501587,0.501131675,-18.86,-3.772,15.85677678,0.6,4.616666667,16.355,0.28227861,-4.549664428,0,9756.42,1,0.999999986,1.4047E-08
33,0.597844348,0.307593342,0.916681745,-0.2,0.432508715,0.107142857,-0.066666667,5,0.001597665,810,37693.6,0,2,0.6,0.25,4432.000311,886.4000621,710.2825466,0.453672145,-17.37,-3.474,5.63644214,0.2,3.78,5.2875,0.714893617,-3.372972971,-0.00166442,9769.17,1,0.999999984,1.55768E-08
34,0.784691866,0.395964187,1.18107259,-0.4,0.392060086,-0.142857143,0,5,0.001803416,38747,56335,0,1,1,0,5434.698782,1086.939756,683.4100121,0.556222389,-31.78,-6.356,4.950295951,0,0,6.356,0,-1.779160637,-0.003024339,9770.73,1,0.999999978,2.20683E-08
35,0.6286962,0.490344218,1.46424219,-0.2,0.503155344,-0.214285714,0,5,0.001153717,38747,52090.2,0,1,1,0,6658.787257,1331.757451,499.6958782,0.681985868,-26.69,-5.338,6.341385495,0.2,2.87,7.39,0.388362652,-1.389290883,-0.002318765,9763.82,1,0.999999963,3.73644E-08
36,0.629567766,0.398257818,1.187617002,-0.2,0.538613219,0.035714286,0,5,0.001156199,38747,52056.2,0,2,0.8,0.25,5522.528368,1104.505674,494.8855617,0.566244164,-21.23,-4.246,6.471779508,0.2,2.87,6.025,0.476348548,-6.620689651,-0.001202718,9752.91,1,0.999999963,3.74426E-08
37,0.672620004,0.47496403,1.415700261,-0.133333333,0.447045329,0.035714286,0,5,0.001234924,38747,56335.4,0,2,0.6,0.25,6561.956572,1312.391314,395.7658702,0.673602212,-10.48,-2.096,5.396635989,0.2,2.87,3.3375,0.859925093,-13.59999997,-4.21E-05,9741.59,1,0.999999926,7.40582E-08
38,0.882554513,0.433915163,1.290465223,0.066666667,0.342090484,0.035714286,0,5,0.001529099,79636,64513.2,0,2,0.6,0.25,6213.190749,1242.63815,440.6700201,0.637827322,9.65,1.93,4.174703582,0.4,5.845,0.68,8.595588223,31.7764704,0,9741.18,1,0.999999877,1.23354E-07
39,1.050379185,0.240967019,0.717874329,0.066666667,0.529287482,0.035714286,0,5,0.001365517,22206,43989.8,0,2,0.6,0.25,3799.237014,759.8474027,501.9442305,0.389961305,9.94,1.988,5.402686369,0.4,7.665,1.796666667,4.266233764,29.72941159,-1.74E-05,9742.6,1,0.999999955,4.53457E-08
40,0.954258969,0.24552696,0.731990178,0.266666667,0.798433328,0.035714286,0,5,0.001512691,22206,44105.6,0,2,0.6,0.25,3836.778205,767.355641,500.3259794,0.39382148,27.94,5.588,7.940215362,0.6,10.62666667,1.97,5.394247036,1.709370199,0,9742.43,1,0.999999964,3.57755E-08
41,9.713405573,0.197404786,0.591611463,-0.266666667,1.742754519,-0.285714286,0,5,0.015337423,831,23488.8,0,1,1,0,2999.250078,599.8500156,256.6584504,0.307489874,-6.3,-1.26,10.6459335,0.2,16.55,5.7125,2.897155361,0.035013263,-0.000259381,9753.98,1,0.999999974,2.55597E-08
42,2.761904481,0.32795065,0.982787568,-0.4,1.051036804,0.035714286,0,5,0.003718532,618,16242.4,0,2,0.8,0.25,4492.196951,898.4393901,582.4290267,0.460280229,-47.33,-9.466,7.665306908,0,0,9.466,0,-2.750740242,-0.003739869,9759.7,1,0.999999962,3.75942E-08
43,1.764172893,0.429009169,1.285671863,-0.133333333,1.463946639,0.035714286,0,5,0.002375786,17576,25378.4,0,2,0.6,0.25,5877.017845,1175.403569,637.2385254,0.602222575,-26.78,-5.356,11.36672028,0.2,9.72,9.125,1.065205479,-1.558383233,-0.003656157,9758.88,1,0.999999974,2.64314E-08
44,1.818791412,0.364408619,1.0908197,0.066666667,1.49315297,0.035714286,0,5,0.002738651,17576,25423.8,0,2,0.6,0.25,5205.836451,1041.16729,750.1117199,0.53385255,-24.83,-4.966,11.59247299,0.4,5.425,11.89333333,0.456137892,-1.441616766,-0.002897005,9751.45,1,0.999999978,2.20903E-08
45,0.885539607,0.373044889,1.116161223,0.133333333,1.467914384,0.357142857,0,5,0.0015941,46215,37728.2,0,3,0.6,0.5,4982.964575,996.592915,790.0268099,0.511347582,-21.34,-4.268,11.51181002,0.4,5.425,10.73,0.505591799,-2.368020304,-0.002213495,9744.77,1,0.999999981,1.93171E-08
46,0.802221777,0.416181915,1.243351473,0.333333333,1.852971841,0.107142857,0,5,0.001444043,62036,53957.2,0,2,0.6,0.25,5706.131694,1141.226339,769.0766807,0.586857382,2.5,0.5,14.74584179,0.6,9.336666667,12.755,0.732000523,-0.295575221,0,9723.2,1,0.99999998,2.03889E-08
47,0.499772509,0.21437994,0.642408948,0.4,0.858197247,-0.214285714,0,5,0.001014991,79098,74933.4,0,1,1,0,3046.746424,609.3492847,428.469792,0.313125589,30.51,6.102,7.924980757,0.8,8.6125,3.94,2.185913705,3.06107226,0,9730.11,1,0.999999955,4.50893E-08
48,0.923386325,0.38624053,1.159219149,-0.333333333,1.559263275,-0.142857143,0,5,0.001381273,36787,50795.6,0,1,1,0,4274.282643,854.8565285,600.1168832,0.437851763,-56.34,-11.268,16.32642704,0.2,2.91,14.8125,0.196455696,-3.141498216,-0.00550198,9761.94,1,0.999999987,1.25777E-08
49,0.974761069,0.482276255,1.446664119,-0.066666667,2.09268462,-0.214285714,0,5,0.001622929,32422,43454.6,0,1,1,0,5283.243189,1056.648638,524.5835493,0.541711639,-33.3,-6.66,21.73351099,0.4,11.665,18.87666667,0.617958679,-1.629250892,-0.004577114,9752.87,1,0.999999989,1.0913E-08
50,1.744300018,0.380000992,1.138563911,-0.066666667,2.265987037,-0.214285714,0,5,0.002622492,41336,39954.4,0,1,1,0,4456.65043,891.3300861,569.6522668,0.457215214,-25.19,-5.038,21.82967865,0.4,11.855,16.3,0.727300613,-9.914925366,-0.004016464,9747.38,1,0.999999979,2.09212E-08
51,1.41326054,0.399914493,1.193516638,-0.066666667,2.299242665,-0.214285714,0,5,0.00186125,41336,46713.8,0,1,1,0,4698.940029,939.7880059,538.4939456,0.484016142,-23.9,-4.78,21.78744478,0.4,11.855,15.87,0.747006931,-9.529850739,0,9708.23,1,0.999999981,1.91031E-08
52,0.882099466,0.259926211,0.778381481,-0.133333333,0.467077412,0.035714286,0,5,0.00107599,41336,55880.6,0,2,0.8,0.25,3435.269045,687.0538089,370.6367156,0.353157147,-14.12,-2.824,6.979837391,0.4,3.46,7.013333333,0.493346008,-5.150746265,-0.001687003,9727.31,1,0.999999928,7.19543E-08
53,0.89848548,0.338321892,1.013981259,-0.4,0.454305084,0.107142857,0,5,0.001204229,117664,73659.2,0,2,0.6,0.25,3956.985365,791.3970731,331.689342,0.406951561,-25.23,-5.046,6.262342214,0.2,3.63,7.215,0.503118503,-1.268820225,-0.001862502,9723.48,1,0.999999894,1.05681E-07
54,1.216738465,0.406039319,1.215222218,-0.333333333,0.539082979,0.107142857,0,5,0.001386463,84920,66808.4,0,2,0.8,0.25,4307.1873,861.43746,357.2020545,0.443541515,-31.69,-6.338,7.366292826,0.2,3.63,8.83,0.411098528,-1.492387097,-0.001967892,9710.9,1,0.99999991,9.01731E-08
55,1.996925899,0.46202914,1.381232619,-0.533333333,1.545125934,0.107142857,0,5,0.00240452,39093,51010.6,0,2,0.6,0.25,5383.285594,1076.657119,614.406653,0.55422826,-98.22,-19.644,21.68859908,0,0,19.644,0,-3.348306333,-0.009966931,9713.12,1,0.999999957,4.28296E-08
56,2.030405936,0.492555104,1.470667595,-0.466666667,1.515784695,0.357142857,0.2,5,0.002414157,531,24959.6,0.2,3,0.4,0.5,5372.472681,1074.494536,616.4882581,0.553556709,-109.16,-21.832,19.86434167,0,0,21.832,0,-3.763917525,-0.010448855,9705.37,1,0.99999997,2.99037E-08
57,5.883395959,0.496395835,1.478545166,-0.4,1.41039752,0.357142857,0.2,5,0.007560484,333,24920,0.2,3,0.4,0.5,5696.605772,1139.321154,607.5208376,0.587776435,-132.13,-26.426,18.39522982,0,0,26.426,0,-3.141657811,-0.012232003,9691.79,1,0.99999997,2.99037E-08
58,6.197791039,0.45770243,1.360227765,-0.133333333,1.695135257,0.107142857,0.2,5,0.007445277,333,8103,0.2,2,0.6,0.25,5457.262096,1091.452419,620.4981069,0.564176473,-118.03,-23.606,21.64972933,0.2,0.52,29.6375,0.01754534,-2.705207226,-0.010310174,9672.97,1,0.999999977,2.28156E-08
59,174.2811044,0.433314136,1.280549685,0.133333333,1.893579373,0.107142857,0.2,5,0.220102715,333,8091.2,0.2,2,0.8,0.25,5235.043056,1047.008611,664.0435323,0.544392086,-96.48,-19.296,24.76207645,0.4,1.625,33.24333333,0.048881981,-3.598218623,-0.004478849,9616.31,1,0.999999977,2.28156E-08
60,3.616695201,0.26190554,0.773720042,0.133333333,0.734605736,-0.142857143,0.2,5,0.004525228,333,13265.6,0.2,1,1,0,3636.947871,727.3895743,306.7855662,0.378692526,-44.33,-8.866,13.52104397,0.4,1.625,15.86,0.102459016,-4.772949001,-0.003329876,9603.96,1,0.999999983,1.65034E-08
61,3.471705566,0.259012601,0.762497899,0.133333333,0.727541751,-0.214285714,-0.066666667,5,0.004513043,512,13361.4,0,1,1,0,3604.918567,720.9837134,310.5201306,0.376562017,-38.37,-7.674,13.39927722,0.4,1.625,13.87333333,0.117131187,-4.244345897,-0.000799102,9573.24,1,0.999999988,1.23558E-08
62,3.641235184,0.308212708,0.90974777,-0.333333333,0.445263644,-0.214285714,-0.066666667,5,0.006116083,10131,22803.2,0,1,1,0,4010.509551,802.1019101,448.4628891,0.418984322,-42.05,-8.41,7.90235408,0,0,8.41,0,-2.925821596,-0.003920819,9571.98,1,0.999999968,3.17812E-08
63,3.666065624,0.336014437,0.991284231,-0.066666667,0.633126079,-0.214285714,-0.066666667,5,0.005497325,6033,11016.8,0,1,1,0,4115.647742,823.1295483,434.2997877,0.430255504,-32.18,-6.436,10.05868182,0.2,5.36,9.385,0.571124134,-2.118622848,-0.003255419,9565.59,1,0.999999976,2.35623E-08
64,4.171847469,0.315691578,0.930139398,-0.066666667,0.648226308,0.035714286,-0.066666667,5,0.00671231,6033,10965,0,2,0.8,0.25,3912.291729,782.4583458,472.4538243,0.409381132,-28.47,-5.694,10.19878571,0.2,5.36,8.4575,0.63375702,-5.051492535,-0.00231777,9556.6,1,0.999999977,2.33889E-08
65,1.605734999,0.303002389,0.891400055,0.2,0.7915299,0.035714286,-0.066666667,5,0.00320914,6033,26201,0,2,0.6,0.25,3777.779625,755.555925,485.0575559,0.396195507,-9.3,-1.86,12.07977028,0.4,7.77,8.28,0.938405797,-8.263768104,-7.24E-05,9535.14,1,0.999999979,2.07836E-08
66,1.229033359,0.20562093,0.605654207,0.2,0.345408048,0.285714286,-0.066666667,5,0.002988048,6033,20257.2,0,3,0.4,0.5,2737.348089,547.4696179,119.4709701,0.287100786,11.62,2.324,5.322549201,0.4,7.77,1.306666667,5.946428567,11.5781818,0,9534.45,1,0.999999456,5.44279E-07
67,0.409807217,0.2114623,0.622892575,0.4,0.505155411,0.107142857,-0.066666667,5,0.001498217,35213,40098.2,0,2,0.6,0.25,2727.414289,545.4828579,132.0312282,0.285978517,24.36,4.872,8.000623101,0.6,9.196666667,1.615,5.69453044,9.801639336,0,9537.13,1,0.999999284,7.15899E-07
68,0.561294166,0.289805809,0.856407281,0.333333333,0.445938794,0.035714286,-0.066666667,5,0.002042804,35213,30932,0,2,0.6,0.25,3578.32152,715.6643039,453.8201225,0.374820517,24.04,4.808,7.471647743,0.6,8.653333333,0.96,9.013888879,9.911475402,0,9546.76,1,0.999999993,7.20473E-09
69,1.187755581,0.36290479,1.084048433,0,0.636438792,-0.142857143,-0.066666667,5,0.003321156,576,18145.2,0,1,1,0,3786.946105,757.3892211,448.8670093,0.396008084,-5.87,-1.174,7.471695256,0.4,6.03,5.976666667,1.008923592,-1.522627736,-0.000470573,9562.8,1,0.999999986,1.37088E-08
70,1.073331893,0.353277692,1.058837866,-0.066666667,0.86286193,-0.214285714,0,5,0.002672677,576,32270,0,1,1,0,3676.496187,735.2992374,192.7763891,0.384378943,-26.07,-5.214,7.611312633,0.4,2.495,10.35333333,0.24098519,-1.518844985,-0.002191375,9564.77,1,0.999999879,1.21348E-07
71,1.026148635,0.403706605,1.209388918,0,1.626982677,0.035714286,0,5,0.002671297,576,22576.2,0,2,0.8,0.25,4194.390223,838.8780446,303.9624165,0.43882178,0.06,0.012,14.63620579,0.4,12.41,8.253333333,1.503634895,6.799999976,-0.00151596,9558.3,1,0.999999988,1.20232E-08
72,64.79086887,0.344145697,1.030086325,0.2,1.458911484,0.035714286,0,5,0.168634064,488,22529.6,0,2,0.6,0.25,3649.942004,729.9884008,420.1328958,0.382440766,11.99,2.398,13.5307509,0.6,8.923333333,7.39,1.207487596,4.035135132,0,9543.81,1,0.999999963,3.7078E-08
73,4.743947609,0.288253572,0.865655846,-0.066666667,1.140935124,0.035714286,0,5,0.010426441,343,5920.4,0,2,0.8,0.25,3183.477458,636.6954915,407.5925684,0.333522695,20.51,4.102,10.98995769,0.4,12.645,1.593333333,7.936192464,63.61052598,0,9545.01,1,0.999999927,7.30553E-08
74,0.806153067,0.526608012,1.585287169,-0.333333333,2.848797085,-0.214285714,0,5,0.001797613,27969,38971.4,0,1,1,0,5371.112725,1074.222545,578.084586,0.561238348,-42.14,-8.428,27.49452527,0.2,22.57,16.1775,1.395147581,-4.917865428,-0.006742869,9570.11,1,0.999999988,1.1536E-08
75,0.526585297,0.556038787,1.671346956,-0.133333333,3.059552499,-0.214285714,0,5,0.001372627,52013,43780.2,0,1,1,0,5687.861952,1137.57239,498.4223884,0.594603896,-27.4,-5.48,29.32774284,0.4,18.56,21.50666667,0.862988221,-3.54988399,-0.006295344,9565.8,1,0.999999992,8.39816E-09
76,0.500835999,0.526994157,1.582923353,0.133333333,3.12762635,0.107142857,0,5,0.001334342,52013,45093.6,0,2,0.8,0.25,5507.673725,1101.534745,538.2702065,0.576208113,-20.37,-4.074,29.56540597,0.6,13.28,30.105,0.441122737,-5.624999998,-0.005534353,9558.48,1,0.999999988,1.19775E-08
77,0.593448718,0.455187293,1.357369609,0.333333333,3.052677391,0.357142857,0,5,0.001761359,52013,46657,0,2,0.8,0.5,4889.124298,977.8248596,649.0721924,0.514342554,-10.64,-2.128,29.61850807,0.8,10.5625,52.89,0.199706939,-4.194117646,0,9505.58,1,0.99999998,1.99748E-08
78,0.922609161,0.451832842,1.35609363,-0.6,0.489704609,-0.214285714,0,5,0.002492626,580,37938.8,0,1,1,0,5318.733227,1063.746645,700.9549159,0.557052077,-46.58,-9.316,8.649149091,0,0,9.316,0,-5.312718203,-0.004553833,9548,1,0.999999984,1.62609E-08
79,3.642146842,0.60687745,1.820384396,-0.6,0.592886466,-0.285714286,0,5,0.008154611,580,31231,0,1,1,0,6705.412016,1341.082403,593.3455455,0.702579531,-68.85,-13.77,10.23092616,0,0,13.77,0,-1.423756906,-0.006793804,9543.99,1,0.999999985,1.51843E-08
80,3.404627715,0.636480901,1.908840566,-0.333333333,0.735924958,-0.285714286,0,5,0.005886855,580,10214.8,0,1,1,0,6890.4378,1378.08756,519.4658677,0.722116726,-60.2,-12.04,12.72196329,0.2,4.64,16.21,0.28624306,-1.159337017,-0.006586669,9542,1,0.999999984,1.56578E-08
81,1.691160537,0.458331548,1.368608512,-0.333333333,0.719854907,-0.214285714,0,5,0.002924176,14285,20577.8,0,1,1,0,5472.041214,1094.408243,657.1383574,0.574558266,-61.65,-12.33,12.44920078,0.2,4.64,16.5725,0.279981898,-1.191381215,-0.00469975,9523.91,1,0.999999981,1.85327E-08
82,1.542039095,0.471294518,1.404165441,-0.066666667,0.901417027,-0.214285714,0,5,0.002666572,14285,22616.8,0,1,1,0,5557.821209,1111.564242,660.1015169,0.584755591,-34.66,-6.932,14.92677025,0.4,6.765,16.06333333,0.421145466,-4.587790696,-0.002669256,9504.52,1,0.999999981,1.85327E-08
83,1.705007572,0.340490231,1.01176203,0.2,0.786477947,-0.214285714,0,5,0.003112162,19692,26439.2,0,1,1,0,4531.037194,906.2074388,558.2411549,0.478000369,-14.18,-2.836,13.38374499,0.6,4.873333333,14.4,0.338425926,-8.625688065,0,9479.15,1,0.999999976,2.43375E-08
84,2.227286137,0.23789342,0.707846714,0.133333333,0.317226969,-0.214285714,0,5,0.003697268,19692,26613.8,0,1,1,0,3429.803117,685.9606233,379.1533441,0.361780221,2.88,0.576,5.712900314,0.6,4.08,4.68,0.871794872,1.201834861,0,9480.35,1,0.999999975,2.50953E-08
